Название товара,Username,"Локация(страна, город)",Репутация,Заголовок отзывыа,Достоинства,Недостатки,Текст отзыва,Сколько человек рекомендует отзыв,Количество комментариев
"Антидепрессант Озон ""Флуоксетин""",Аноним612769,"Россия, Москва",-0,не подошли,"если бы они мне подошли, я прекратила поиски и не нашла то что мне надо",усугубление психологического состояния,"Это ужасные таблетки, сама их пропивала кое как потом от них вылечилась, ужасно не подошли организму особенно сильно расстроили мою психику",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",Lo La,"Украина, Белая Церковь",-0,Только по назначению врача,Помогает при тяжелых заболеваниях психики,Слишком много побочных эффектов,"Подобные препараты нужно принимать только по назначению врача. Перечень побочек просто на листе не помещается. Да, вы похудеете, но от интоксикации. Такой мощный удар по печени вряд ли пройдет без последствий. Только по назначению врача и то хорошо подумать, так как присутствует синдром отмены. Положительный настрой, здоровый образ жизни поможет справиться с депрессией в кратчайшие сроки.",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",oxyden 32,"Украина, черкассы",-0,очень сильный,дешевый,побочные эффекты,"Я немножко помешана на похудении, поэтому принимала все подряд... о чем сейчас жалею... где то прочитала что флуоксетин помогает отбить аппетит... начала принимать этот препарат... аппетит был, правда умеренный... но сопровождалось все это жуткой раскалывающей головной болью, прям кричать хотелось... сонливость и антипатия ко всему... вообщем я перестала его пить ... и все наладилось...",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",loneblind,Украина,+3,Больше плюсов или минусов? :/,"Не дорогой, расслабляющий, успокаивающий.","Трудно достать без рецепта врача, отсутствие аппетита, быстрое похудение, потеря памяти, тошнота, головокружение, суицидальные наклонности.","Антидепрессант быстрого действия. Скорее успокаивающий и вгоняющий в дремоту. При первом приёме, около недели, чувствовалась сильная расшатанность и недомогание, кружилась голова, а аппетит отбило напрочь.",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",nemertvyj,"Россия, Москва",+3,Помогает при частых панических атаках.,Избавляет от панических атак.,Принимать строго перед едой.,"После ухода в отставку через год у меня появились панические атаки по нарастающей:, сначала в одном месте, где нужно было перейти мостик через речку, позже при поездке в автобусе, наконец, при поездке в метро. В итоге по городу я передвигался на такси (в нём панические атаки не наступали). Обратился к платному психотерапевту. Через год удалось подобрать лекарство, избавившее меня от панических атак-Флуоксетин (ООО ""Озон"" Россия), прием утром и днём по 20 мг в капсуле. Но, если я принимал капсулу после еды, развивалась изжога. Врач посоветовал принимать перед едой-изжога не проявлялась.",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",dreamlady,"Россия, Москва",+4,депрессию не лечит,Осталась живой.,"Глушит симптомы, набрала 5 кг.","Пила 3 месяца по 1 капсуле утром. Все это время состояние было будто, ,пришибленное, ,. И радости нет, и настроентя нет, и то, что мне плохо чувствовала, но проявить свои эмоции и плакать не могла- препарат будть замораживал все мои чувства. И лучше не делал и то, что плохо простоьмаскировал. Постоянно была сонливой, аппатичной, потом стала проявляться агрессия. При чем как-то странно, вроде не злая, а как кто-нибудь скажет что-то не по мне - готово задушить! Да, еще спать вообще перестала.",Отзыв рекомендуют:0,2
"Антидепрессант Озон ""Флуоксетин""",mouse milla,"Россия, Сыктывкар",-0,Панацея от всего или очередной гвоздь в крышку вашей депрессии,"Быстрый эффект, снижение аппетита, низкая цена","Опасны, можно слететь с катушек","Года четыре назад я начала пить эти таблетки по рецепту врача, так как находилась в затяжной депрессии. Тогда они мне казались каким то чудом! Мало того, что становится плевать на проблемы, улучшается настроение, так я еще и худела плюс ко всему. Но теперь я понимаю, что начав принимать данный препарат, я только усугубила свое положение. Вспышки агрессии, импульсивность, суицидальные мысли, испорченные со всеми окружающими отношения, сэлфхарм стали моим вторым я. Теперь я просто избегаю общения с людьми, дабы не шокировать их своим поведением. Советую использовать только по рецепту врача, и только в предписанной дозировке.",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",anastasiyabel,"Россия, Видное",-0,ЭФФЕКТА НОЛЬ!,очень дешево,эффекта ноль,Всем добрый день.,Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",NataKov67,"Россия, Смоленск",-0,Было страшно,Не нашла.,Только одни минусы,"Прописали мне этот чудо препарат, пить два раза в день. Хватило всего лишь одного дня, чтобы ощутить весь список побочных действий на себе в течение следующих трех дней. Думала, что умираю. Никому не советую.",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",LilyOK25,"Украина, Черкассы",+1,Дешевое средство неефективное,Никаких кроме цени,Пустишки не подествовало,"Купила себе при лечении ПА, и депресии. Со своей задачей не справился, но так как было очень дишовое то покупала. В итоге два месяца на смарку.",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",Людмила2838889,"Россия, Владивосток",+4,"У меня лично вызывает тревогу, недели через три приёма.",Из всех антидепрессантов более всего повышает настроение,Вызывает тревогу.ВСЕ Флуоксетины могут вызывать вначале головную боль и прыщи,"Принимаю Флуоксетин уже много лет. Препарат нравится. Знаю и пробовала разных производителей. Озоновский стараюсь не брать, но если нет другого в наличии, то приходилось пропивать его.",Отзыв рекомендуют:0,7
"Антидепрессант Озон ""Флуоксетин""",МатаХари555,"Россия, Челябинск",-0,Очень помог,"Избавление от депрессии, повышение самооценки, снижение веса, низкая цена","Сложно купить без рецепта, снижение либидо(со временем востанавливается)","Можно сказать этот препарат в свое время просто спас меня от депрессии, поэтому о нем могу сказать только хорошее. А так же бонусом потеряла 13 кг за месяц. Чувствовала себя прекрасно, очень влияет на самооценку, вследствие чего моментом наладилась личная жизнь. Но, на этот препарат у всех разная реакция, поэтому всем точно не порекомендую. Пила два курса, привыкания не вызывает и вес надолго сохраняется.",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",Schastlivaya1989,"Украина, Киев",-0,Отличный,"Не привыкаем, распространен",Не нашла,"Я Избавилась от булемии. Которой страдала больше трёх лет, самое ужасное время... В описании показаний он для тех кто страдает булимическими расстройствами.",Отзыв рекомендуют:0,1
"Антидепрессант Озон ""Флуоксетин""",nazife,"Россия, Москва",-0,"Опасный препарат, не так хорош как кажется!","Похудение, успокоение.","Апатия, гастрит, анорексия и все перечисленные","Долгое время его принимала мама, да она действительно похудела, но буквально недавно ей стало плохо. Это были так называемые побочные эффекты. Они бывают разные: тошнота, не хватка воздуха, обморок, знобь, головокрудение, гастрит, повышенное сердцебиение, и даже анорексия. У мамы были не все, но того что было достаточно. После этого случая я настояла на том чтобы мама их больше не принимала, а она вовсе их выбросила. ",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",Rakhmatullina00,"Россия, Уфа",+1,Помог в свое время,Безопасность,По рецепту,"После того как я страдала анорексией, данный препарат вернул меня к жизни. Хорошая ценовая категория, но только по рецепту психотерапевта.",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",Nikitocik,"Россия, Москва",+3,Хорошее средство,Успокаивает нервы. Худеешь,Не нашла.,"Флуоксетин посоветовал моя подруга. У нее панические атаки. И он ей очень помогает. А у меня раздражение по поводу и без. После недели приёма, я почувствовала улучшение. После приёма второй недели, раздражение пропало. И самое главное я стала худеть. Я читала что от этого препарата можно похудеть, но как-то не очень верилось. Теперь проверено на себе). Побочных эффектов не было вообще. Пила с утра одну капсулу. Один раз в день. Средство супер!!!!",Отзыв рекомендуют:0,0
"Антидепрессант Озон ""Флуоксетин""",FishPrince,Россия,+32,"Был просто суицидником, а стал тощим зомби.","Дешёвый, эффективный и вполне доступен по-настоящему больным.","Продаётся по рецепту, так что желающим похудеть будет сложно достать, много побочных эффектов.","Долгое время страдал от депрессии, причём довольно глубокой. Друзья потащили меня на приём к соответствующему врачу, где мне выписали чудо-препарат ""флуоксетин"", с курсом в два месяца. ",Отзыв рекомендуют:5,0
"Антидепрессант Озон ""Флуоксетин""",Malmedi,"Россия, Тюмень",+913,"Флуоксетин. Анти-депрессант. Фирма ""ОЗОН"".",нет.,неприятные побочки.,"Речь пойдёт о анти-депрессанте ""флуоксетин"" (флу). Фирма производителя: ""озон"".",Отзыв рекомендуют:0,2
"Антидепрессант Озон ""Флуоксетин""",internavt,"Россия, Кулешовка",+63,грёбаный наркотик,моментальное действие,эффект может быть неожиданным,"Легальный наркотик. Принимал от ВСД по прописке с больницы, в которой пролежал 12 дней. Мне нет бы его попринимать курсом - приняв один день, меня ""понесло"" ещё больше. Испугавшись, бросил. Но теперь понимаю, что мог бы испортить себе мозги раз и навсегда. Стал бы, например, кидаться на всех и выкидывать в окно, попал бы на учёт к психиатрам, испортил бы себе жизнь (на работу бы не взяли больше никуда). У меня от него страхов стало ещё больше, я весь трясся и чуть не ""слетел с катушек"" окончательно, как та сумасшедшая бабка в соседней каартире с другого подъезда. Стал бы всех своих звать круглые сутки - вот умора бы была! Будьте с флуоксетином поосторожнее! Это не игрушки! Начинайте с минимальных доз (четвертинка таблетки в день)!",Отзыв рекомендуют:4,2
